id,gender,single/marries,age,age_group,Area_code,Area_name,Market_code,Market,Sub_market_code,Sub_market,Social_type_code,Social_type,SocioEconomic_code,SocioEconomic_type
1037,Female   ,Married,56,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1038,Male    ,Married,64,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1039,Male    ,Married,82,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1040,Male    ,Married,84,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1041,Male    ,Married,78,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1042,Male    ,Single,70,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1043,Male    ,Married,67,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1044,Male    ,Single,65,65-74      ,7,Center,9,General,1,General - General,9,General,3,High
1045,Male    ,Married,70,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1046,Female   ,Married,66,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1047,Female   ,Married,68,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1048,Female   ,Married,60,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1049,Female   ,Single,77,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1050,Female   ,Single,78,75-84      ,7,Center,9,General,2,General- Religious,9,General,3,High
1051,Male    ,Married,78,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1052,Female   ,Married,57,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1053,Male    ,Married,68,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1054,Female   ,Married,71,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1055,Female   ,Single,82,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1056,Male    ,Single,57,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1057,Female   ,Married,60,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1058,Male    ,Married,60,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1059,Male    ,Single,68,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1060,Male    ,Married,78,75-84      ,7,Center,9,General,2,General- Religious,9,General,1,Low
1061,Female   ,Married,67,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1062,Female   ,Married,76,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1063,Male    ,Single,58,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1064,Male    ,Married,61,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1065,Male    ,Married,92,85+        ,7,Center,9,General,1,General - General,9,General,2,Medium
1066,Male    ,Married,75,75-84      ,7,Center,9,General,1,General - General,9,General,3,High
1067,Male    ,Married,68,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1068,Male    ,Single,59,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1069,Male    ,Married,73,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1070,Male    ,Single,66,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1071,Male    ,Married,69,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1072,Male    ,Married,75,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1073,Female   ,Married,58,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1074,Female   ,Married,61,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1075,Female   ,Single,60,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1076,Male    ,Single,85,85+        ,7,Center,9,General,1,General - General,9,General,1,Low
1077,Male    ,Married,54,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1078,Female   ,Single,64,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1079,Female   ,Married,47,45-54      ,7,Center,9,General,2,General- Religious,9,General,1,Low
1080,Female   ,Married,46,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1081,Female   ,Married,52,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1082,Male    ,Married,56,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1083,Female   ,Single,80,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1084,Female   ,Single,70,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1085,Female   ,Single,72,65-74      ,7,Center,9,General,1,General - General,9,General,0,0
1086,Female   ,Married,39,35-44      ,7,Center,9,General,2,General- Religious,2,Orthodox     ,1,Low
1087,Female   ,Single,58,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1088,Male    ,Married,55,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1089,Female   ,Married,52,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1090,Female   ,Single,71,65-74      ,7,Center,2,Orthodox,0,None,2,Orthodox     ,1,Low
1091,Female   ,Married,65,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1092,Female   ,Married,65,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1093,Male    ,Married,60,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1094,Female   ,Married,64,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1095,Male    ,Married,62,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1096,Male    ,Married,53,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1097,Male    ,Married,46,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1098,Female   ,Married,58,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1099,Male    ,Married,68,65-74      ,7,Center,9,General,2,General- Religious,9,General,1,Low
1100,Male    ,Single,80,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1101,Male    ,Married,69,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1102,Male    ,Married,74,65-74      ,7,Center,9,General,2,General- Religious,9,General,1,Low
1103,Male    ,Married,57,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1104,Male    ,Married,53,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1105,Male    ,Married,43,35-44      ,7,Center,9,General,1,General - General,9,General,1,Low
1106,Female   ,Married,56,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1107,Male    ,Married,67,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1108,Female   ,Married,56,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1109,Female   ,Married,48,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1110,Male    ,Single,73,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1111,Male    ,Single,56,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1112,Male    ,Single,61,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1113,Male    ,Single,74,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1114,Female   ,Single,70,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1115,Male    ,Married,68,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1116,Female   ,Married,82,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1117,Female   ,Married,47,45-54      ,7,Center,9,General,2,General- Religious,2,Orthodox     ,1,Low
1118,Male    ,Married,52,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1119,Male    ,Married,78,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1120,Male    ,Married,75,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1121,Female   ,Married,49,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1122,Male    ,Married,64,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1123,Female   ,Single,47,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1124,Male    ,Married,59,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1125,Male    ,Married,83,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1126,Female   ,Married,58,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1127,Male    ,Married,78,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1128,Female   ,Married,68,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1129,Female   ,Single,39,35-44      ,7,Center,9,General,1,General - General,9,General,1,Low
1130,Female   ,Single,67,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1131,Male    ,Single,80,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1132,Female   ,Married,65,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1133,Female   ,Married,52,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1134,Male    ,Married,50,45-54      ,7,Center,9,General,2,General- Religious,9,General,3,High
1135,Male    ,Married,66,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1136,Female   ,Married,59,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1137,Female   ,Single,69,65-74      ,7,Center,1,Arab,2,Arab - Other,1,Arab,1,Low
1138,Male    ,Single,40,35-44      ,7,Center,9,General,1,General - General,9,General,2,Medium
1139,Male    ,Married,40,35-44      ,7,Center,9,General,1,General - General,9,General,2,Medium
1140,Male    ,Married,39,35-44      ,7,Center,9,General,1,General - General,9,General,1,Low
1141,Female   ,Married,39,35-44      ,7,Center,9,General,1,General - General,9,General,2,Medium
1142,Male    ,Married,51,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1143,Female   ,Married,62,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1144,Male    ,Single,54,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1145,Male    ,Married,58,55-64      ,7,Center,9,General,2,General- Religious,9,General,2,Medium
1146,Male    ,Married,67,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1147,Female   ,Married,69,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1148,Male    ,Married,80,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1149,Female   ,Single,86,85+        ,7,Center,9,General,1,General - General,9,General,2,Medium
1150,Male    ,Married,56,55-64      ,7,Center,9,General,1,General - General,9,General,3,High
1151,Male    ,Single,59,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1152,Female   ,Married,61,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1153,Male    ,Married,82,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1154,Male    ,Married,57,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1155,Female   ,Married,59,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1156,Male    ,Married,59,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1157,Male    ,Married,77,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1158,Male    ,Married,76,75-84      ,7,Center,9,General,1,General - General,9,General,3,High
1159,Male    ,Married,81,75-84      ,7,Center,9,General,1,General - General,9,General,3,High
1160,Male    ,Married,61,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1161,Male    ,Married,66,65-74      ,7,Center,1,Arab,2,Arab - Other,1,Arab,1,Low
1162,Female   ,Single,64,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1163,Male    ,Single,68,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1164,Male    ,Single,82,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1165,Female   ,Married,59,55-64      ,7,Center,2,Orthodox,0,None,2,Orthodox     ,1,Low
1166,Male    ,Married,72,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1167,Male    ,Married,59,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1168,Male    ,Married,70,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1169,Male    ,Married,63,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1170,Male    ,Married,58,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1171,Female   ,Married,65,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1172,Male    ,Married,86,85+        ,7,Center,9,General,1,General - General,9,General,2,Medium
1173,Male    ,Married,59,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1174,Male    ,Single,72,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1175,Female   ,Married,73,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1176,Female   ,Married,66,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1177,Female   ,Single,72,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1178,Female   ,Single,81,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1179,Female   ,Single,71,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1180,Female   ,Single,82,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1181,Female   ,Married,71,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1182,Male    ,Married,73,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1183,Male    ,Married,78,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1184,Male    ,Married,61,55-64      ,7,Center,9,General,2,General- Religious,9,General,1,Low
1185,Female   ,Single,85,85+        ,7,Center,9,General,1,General - General,9,General,2,Medium
1186,Female   ,Single,74,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1187,Female   ,Single,77,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1188,Male    ,Married,59,55-64      ,7,Center,9,General,1,General - General,9,General,3,High
1189,Male    ,Married,71,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1190,Female   ,Single,95,85+        ,7,Center,9,General,1,General - General,9,General,2,Medium
1191,Male    ,Single,80,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1192,Male    ,Married,67,65-74      ,7,Center,9,General,1,General - General,9,General,1,Low
1193,Male    ,Married,63,55-64      ,7,Center,9,General,1,General - General,9,General,3,High
1194,Female   ,Married,57,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1195,Female   ,Single,85,85+        ,7,Center,9,General,1,General - General,9,General,1,Low
1196,Male    ,Married,86,85+        ,7,Center,9,General,1,General - General,9,General,2,Medium
1197,Female   ,Single,82,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1198,Male    ,Single,79,75-84      ,7,Center,9,General,1,General - General,9,General,1,Low
1199,Female   ,Single,70,65-74      ,7,Center,9,General,1,General - General,9,General,2,Medium
1200,Female   ,Married,80,75-84      ,7,Center,9,General,1,General - General,9,General,2,Medium
1201,Male    ,Married,77,75-84      ,7,Center,9,General,1,General - General,9,General,3,High
1202,Male    ,Single,56,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1203,Female   ,Married,56,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1204,Male    ,Married,56,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1205,Female   ,Married,56,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1206,Female   ,Single,56,55-64      ,7,Center,9,General,1,General - General,9,General,3,High
1207,Male    ,Married,56,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1208,Male    ,Married,55,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1209,Male    ,Married,55,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1210,Male    ,Married,55,55-64      ,7,Center,9,General,1,General - General,9,General,2,Medium
1211,Male    ,Married,55,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1212,Male    ,Married,53,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1213,Male    ,Married,54,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1214,Female   ,Married,55,55-64      ,7,Center,9,General,1,General - General,9,General,1,Low
1215,Female   ,Married,54,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1216,Male    ,Married,54,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1217,Male    ,Married,54,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1218,Male    ,Married,54,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1219,Male    ,Married,54,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1220,Male    ,Single,54,45-54      ,7,Center,9,General,1,General - General,9,General,3,High
1221,Female   ,Married,54,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1222,Male    ,Married,53,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1223,Female   ,Married,53,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1224,Female   ,Married,53,45-54      ,7,Center,9,General,1,General - General,9,General,3,High
1225,Male    ,Married,52,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1226,Male    ,Married,53,45-54      ,7,Center,9,General,1,General - General,9,General,3,High
1227,Male    ,Married,52,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1228,Male    ,Married,52,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1229,Female   ,Married,52,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1230,Male    ,Married,51,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1231,Female   ,Married,51,45-54      ,7,Center,9,General,1,General - General,9,General,3,High
1232,Male    ,Married,51,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1233,Male    ,Married,51,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1234,Female   ,Married,51,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1235,Female   ,Married,51,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1236,Female   ,Married,50,45-54      ,7,Center,9,General,1,General - General,9,General,3,High
1237,Female   ,Single,51,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1238,Female   ,Married,50,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1239,Male    ,Married,50,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1240,Male    ,Married,50,45-54      ,7,Center,9,General,2,General- Religious,9,General,1,Low
1241,Female   ,Married,48,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1242,Female   ,Married,49,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1243,Female   ,Married,49,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1244,Female   ,Married,49,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1245,Male    ,Married,49,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1246,Male    ,Married,48,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1247,Male    ,Single,48,45-54      ,7,Center,9,General,1,General - General,9,General,3,High
1248,Male    ,Single,48,45-54      ,7,Center,9,General,1,General - General,9,General,1,Low
1249,Male    ,Married,48,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1250,Male    ,Married,48,45-54      ,7,Center,9,General,1,General - General,9,General,3,High
1251,Male    ,Single,47,45-54      ,7,Center,9,General,1,General - General,9,General,2,Medium
1252,Male    ,Married,81,75-84      ,9,South,9,General,1,General - General,9,General,2,Medium
1253,Female   ,Single,64,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1254,Female   ,Married,61,55-64      ,9,South,9,General,1,General - General,9,General,2,Medium
1255,Male    ,Married,61,55-64      ,9,South,9,General,1,General - General,9,General,2,Medium
1256,Male    ,Married,67,65-74      ,9,South,9,General,1,General - General,9,General,2,Medium
1257,Male    ,Married,79,75-84      ,9,South,9,General,1,General - General,9,General,2,Medium
1258,Male    ,Married,79,75-84      ,9,South,9,General,1,General - General,9,General,3,High
1259,Male    ,Married,77,75-84      ,9,South,9,General,1,General - General,9,General,2,Medium
1260,Male    ,Married,73,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1261,Male    ,Single,84,75-84      ,9,South,9,General,1,General - General,9,General,2,Medium
1262,Female   ,Married,72,65-74      ,9,South,9,General,1,General - General,9,General,2,Medium
1263,Male    ,Married,77,75-84      ,9,South,9,General,1,General - General,9,General,2,Medium
1264,Male    ,Married,74,65-74      ,9,South,9,General,1,General - General,9,General,2,Medium
1265,Female   ,Married,63,55-64      ,9,South,9,General,1,General - General,9,General,2,Medium
1266,Female   ,Married,80,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1267,Male    ,Married,61,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1268,Female   ,Single,83,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1269,Female   ,Married,74,65-74      ,9,South,9,General,1,General - General,9,General,2,Medium
1270,Female   ,Married,63,55-64      ,9,South,9,General,1,General - General,9,General,3,High
1271,Female   ,Married,77,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1272,Female   ,Married,68,65-74      ,9,South,9,General,1,General - General,9,General,2,Medium
1273,Female   ,Single,82,75-84      ,9,South,9,General,1,General - General,9,General,2,Medium
1274,Male    ,Married,77,75-84      ,9,South,9,General,1,General - General,9,General,2,Medium
1275,Male    ,Married,63,55-64      ,9,South,9,General,1,General - General,9,General,2,Medium
1276,Male    ,Married,71,65-74      ,9,South,9,General,1,General - General,9,General,2,Medium
1277,Male    ,Married,83,75-84      ,9,South,9,General,1,General - General,9,General,2,Medium
1278,Female   ,Single,83,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1279,Male    ,Married,67,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1280,Female   ,Married,60,55-64      ,9,South,9,General,1,General - General,9,General,2,Medium
1281,Female   ,Single,65,65-74      ,9,South,9,General,1,General - General,9,General,2,Medium
1282,Female   ,Single,91,85+        ,9,South,9,General,1,General - General,9,General,2,Medium
1283,Female   ,Single,78,75-84      ,9,South,3,Immigrants,5,Argentina,9,General,2,Medium
1284,Female   ,Single,84,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1285,Male    ,Married,81,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1286,Male    ,Married,41,35-44      ,9,South,9,General,1,General - General,9,General,1,Low
1287,Female   ,Married,77,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1288,Male    ,Married,63,55-64      ,9,South,9,General,1,General - General,9,General,3,High
1289,Female   ,Married,73,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1290,Female   ,Married,47,45-54      ,9,South,9,General,1,General - General,9,General,1,Low
1291,Female   ,Married,58,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1292,Male    ,Single,63,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1293,Female   ,Single,68,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1294,Female   ,Married,44,35-44      ,9,South,9,General,1,General - General,9,General,1,Low
1295,Female   ,Single,49,45-54      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
1296,Male    ,Married,59,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1297,Male    ,Married,56,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1298,Female   ,Married,62,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1299,Female   ,Married,54,45-54      ,9,South,9,General,1,General - General,9,General,1,Low
1300,Female   ,Single,57,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1301,Male    ,Single,84,75-84      ,9,South,9,General,1,General - General,9,General,2,Medium
1302,Male    ,Married,65,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1303,Female   ,Married,59,55-64      ,9,South,9,General,1,General - General,9,General,2,Medium
1304,Female   ,Single,74,65-74      ,9,South,9,General,1,General - General,9,General,2,Medium
1305,Male    ,Single,41,35-44      ,9,South,9,General,1,General - General,9,General,1,Low
1306,Female   ,Married,43,35-44      ,9,South,9,General,1,General - General,9,General,1,Low
1307,Female   ,Single,76,75-84      ,9,South,9,General,1,General - General,9,General,2,Medium
1308,Female   ,Single,57,55-64      ,9,South,9,General,1,General - General,9,General,2,Medium
1309,Male    ,Married,60,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1310,Female   ,Single,44,35-44      ,9,South,9,General,1,General - General,9,General,1,Low
1311,Female   ,Married,67,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1312,Female   ,Married,60,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1313,Female   ,Married,78,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1314,Female   ,Single,76,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1315,Female   ,Married,71,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1316,Female   ,Married,55,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1317,Male    ,Single,53,45-54      ,9,South,9,General,1,General - General,9,General,1,Low
1318,Female   ,Single,75,75-84      ,9,South,9,General,2,General- Religious,9,General,1,Low
1319,Male    ,Married,66,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1320,Female   ,Single,60,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1321,Female   ,Married,67,65-74      ,9,South,9,General,1,General - General,9,General,2,Medium
1322,Female   ,Married,49,45-54      ,9,South,9,General,1,General - General,9,General,1,Low
1323,Male    ,Married,53,45-54      ,9,South,9,General,1,General - General,9,General,1,Low
1324,Male    ,Married,43,35-44      ,9,South,9,General,1,General - General,9,General,1,Low
1325,Female   ,Single,72,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1326,Male    ,Single,41,35-44      ,9,South,9,General,1,General - General,9,General,2,Medium
1327,Female   ,Single,41,35-44      ,9,South,9,General,1,General - General,9,General,2,Medium
1328,Female   ,Single,40,35-44      ,9,South,9,General,1,General - General,9,General,1,Low
1329,Female   ,Single,40,35-44      ,9,South,9,General,1,General - General,9,General,1,Low
1330,Female   ,Married,44,35-44      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
1331,Female   ,Single,73,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1332,Female   ,Married,48,45-54      ,9,South,9,General,1,General - General,9,General,1,Low
1333,Male    ,Married,72,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1334,Male    ,Married,75,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1335,Female   ,Single,69,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1336,Male    ,Married,80,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1337,Female   ,Married,61,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1338,Male    ,Married,69,65-74      ,9,South,9,General,1,General - General,9,General,1,Low
1339,Male    ,Married,62,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1340,Female   ,Married,53,45-54      ,9,South,9,General,1,General - General,9,General,1,Low
1341,Female   ,Married,52,45-54      ,9,South,9,General,1,General - General,9,General,3,High
1342,Female   ,Married,77,75-84      ,9,South,9,General,1,General - General,9,General,1,Low
1343,Female   ,Married,56,55-64      ,9,South,1,Arab,2,Arab - Other,1,Arab,1,Low
1344,Female   ,Married,57,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1345,Female   ,Single,60,55-64      ,9,South,9,General,1,General - General,9,General,1,Low
1346,Male    ,Married,69,65-74      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
1347,Female   ,Married,64,55-64      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
1348,Female   ,Single,68,65-74      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
1349,Male    ,Married,66,65-74      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
1350,Female   ,Single,62,55-64      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
1351,Female   ,Married,60,55-64      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
1352,Male    ,Married,78,75-84      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
1353,Male    ,Married,68,65-74      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
1354,Male    ,Married,62,55-64      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
1355,Male    ,Married,66,65-74      ,9,South,1,Arab,1,Arabs-Bedouins,1,Arab,1,Low
